"pseudounit","unit","GroupTotalUses","unit.1","ediScopeUses","ediPackageUses","ediTotalUses","neonScopeUses","neonPackageUses","neonTotalUses","dataoneTotalUses","orgList","numOrgs","totalScopes","totalPackages","TotalUses"
"eating","eating",1,"eating",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"eastward","eastward",1,"eastward",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"easternnorthamericanwetmeadowgroup","eastern north american wet meadow group",1,"eastern north american wet meadow group",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"easternbaccharis","eastern baccharis",1,"eastern baccharis",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"early","early",1,"early",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"earliestpossible","earliest possible",1,"earliest possible",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"earb","earb",1,"earb",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"eachintegerrepresentsthenumberofyear","each integer represents the number of years",1,"each integer represents the number of years",1,1,1,0,0,0,0,"EDI",1,1,1,1
"e(east),c(central),andw(west)","e (east), c (central), and w (west)",1,"e (east), c (central), and w (west)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dytiscidae","dytiscidae",1,"dytiscidae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dypartpermillionmsstree","dy_ppm_ms_st_ree",1,"dy_ppm_ms_st_ree",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dypartpermillionmsst","dy_ppm_ms_st",1,"dy_ppm_ms_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dy","dy",1,"dy",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"durhamcanalatbridgetocypressgarden,sc","durham canal at bridge to cypress garden, sc",1,"durham canal at bridge to cypress garden, sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"duplicate","duplicate",1,"duplicate",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dunl","dunl",1,"dunl",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dungeness","dungeness",1,"dungeness",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"duckabush","duckabush",1,"duckabush",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ds","ds",1,"ds",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"drygpermsquared","drygpermsquared",1,"drygpermsquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"drumlins","drumlins",1,"drumlins",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"drumlin","drumlin",1,"drumlin",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"drive-pointpiezometer","drive-point piezometer",1,"drive-point piezometer",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"drillrig","drill rig",1,"drill rig",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"drill","drill",1,"drill",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dredgeperoyster","dredge/oyster",1,"dredge/oyster",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dredgeevents","dredge events",1,"dredge events",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dredgedchannel","dredged channel",1,"dredged channel",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dr7","dr7",1,"dr7",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dr6","dr6",1,"dr6",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dr5","dr5",1,"dr5",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dr4","dr4",1,"dr4",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dpp","dpp",1,"dpp",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"double","double",1,"double",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dop","dop",1,"dop",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dolostone","dolostone",1,"dolostone",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dolomiticmudrock","dolomitic mudrock",1,"dolomitic mudrock",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"do","do",1,"do",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dnacopiesperreaction","dna copies per reaction",1,"dna copies per reaction",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dnacopies","dna copies",1,"dna copies",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dmo","dmo",1,"dmo",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dm-26","dm-26",1,"dm-26",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dm","dm",1,"dm",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dlwr99011","dlwr99011",1,"dlwr99011",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dlwr93030","dlwr93030",1,"dlwr93030",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dlwr93006","dlwr93006",1,"dlwr93006",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dixidae","dixidae",1,"dixidae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"diveroperatedpushcore","diver operated push core",1,"diver operated push core",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ditch","ditch",1,"ditch",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"disturbedsurface-pit","disturbed surface - pit",1,"disturbed surface - pit",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"disturbedsurface","disturbed surface",1,"disturbed surface",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"disturbed","disturbed",1,"disturbed",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dissolvedoxygensaturationaspercent","dissolved oxygen saturation as percent",1,"dissolved oxygen saturation as percent",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dissolvedoxygenconcentrationat1.75meterdepth","dissolved oxygen concentration at 1.75 meter depth",1,"dissolved oxygen concentration at 1.75 meter depth",1,1,1,0,0,0,0,"EDI",1,1,1,1
"disintegrationsperminutepergram(dpmperg)","disintegrations per minute per gram (dpm/g)",1,"disintegrations per minute per gram (dpm/g)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"directionofwindfromtruenorth","direction of wind from true north",1,"direction of wind from true north",1,1,1,0,0,0,0,"EDI",1,1,1,1
"direct","direct",1,"direct",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"diptera","diptera",1,"diptera",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dimensionsless","dimensionsless",1,"dimensionsless",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dimensionlessnumber,i.e.,count","dimensionless number, i.e., count",1,"dimensionless number, i.e., count",1,1,1,0,0,0,0,"EDI",1,1,1,1
"diggings","diggings",1,"diggings",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"digging","digging",1,"digging",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"differenceinprobability","difference in probability",1,"difference in probability",1,1,1,0,0,0,0,"EDI",1,1,1,1
"differenceinevennessbetweenplots","difference in evenness between plots",1,"difference in evenness between plots",1,1,1,0,0,0,0,"EDI",1,1,1,1
"differenceinevennessbetweencontrolplots","difference in evenness between control plots",1,"difference in evenness between control plots",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dianegram","diane g",1,"diane g",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dian96025","dian96025",1,"dian96025",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"diabase","diabase",1,"diabase",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dgbl","dgbl",1,"dgbl",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dewatto","dewatto",1,"dewatto",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"devonian","devonian",1,"devonian",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"deviationoftheisotopiccompositionofthematerialfromthevsmowstandard.","deviation of the isotopic composition of the material from the vsmow standard.",1,"deviation of the isotopic composition of the material from the vsmow standard.",1,1,1,0,0,0,0,"EDI",1,1,1,1
"deviationfromthestandardviennapeedeebelemnite","deviation from the standard vienna peedee belemnite",1,"deviation from the standard vienna peedee belemnite",1,1,1,0,0,0,0,"EDI",1,1,1,1
"developed,medium-intensity","developed, medium-intensity",1,"developed, medium-intensity",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"developed,low-intensity","developed, low-intensity",1,"developed, low-intensity",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"developed,high-intensity","developed, high-intensity",1,"developed, high-intensity",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"detritivore","detritivore",1,"detritivore",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"describingintensityofrainfallinunitsofmillimeterperhour","describing intensity of rainfall in units of millimeters per hour",1,"describing intensity of rainfall in units of millimeters per hour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"deschutes","deschutes",1,"deschutes",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"derivedunitforelectricpotential,electricpotentialdifference,
andelectromotiveforce.1volt=kilogram*metersquared*s^-3*a^-1","derived unit for electric potential, electric potential difference, 
      and electromotive force. 1 v = kg * m^2 * s^-3 * a^-1",1,"derived unit for electric potential, electric potential difference, 
      and electromotive force. 1 v = kg * m^2 * s^-3 * a^-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"derivativeofthestandardsiunitofelectricalconductance(specificconductance)","derivative of the standard si unit of electrical conductance (specific conductance)",1,"derivative of the standard si unit of electrical conductance (specific conductance)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"depundiff","dep_undiff",1,"dep_undiff",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"depthinmeter-2issurfacesample","depth in meters - 2 is surface sample",1,"depth in meters - 2 is surface sample",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"depth,inmeter","depth, in meters",1,"depth, in meters",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"depressions","depressions",1,"depressions",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"depression","depression",1,"depression",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"deploymentyear","deployment year",1,"deployment year",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dependingonthegeartype,uniteffortvaries","depending on the gear type, unit effort varies",1,"depending on the gear type, unit effort varies",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dep10","dep_10",1,"dep_10",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dep09","dep_09",1,"dep_09",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dep08","dep_08",1,"dep_08",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dep07","dep_07",1,"dep_07",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dep06","dep_06",1,"dep_06",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dep05","dep_05",1,"dep_05",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dep04","dep_04",1,"dep_04",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dep03","dep_03",1,"dep_03",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dep02","dep_02",1,"dep_02",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dep01","dep_01",1,"dep_01",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"densityoflow-tallshrubs","density of low-tall shrubs",1,"density of low-tall shrubs",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"densityofgrasstillersper0.25squaremeterquadrat","density of grass tillers per 0.25 squaremeter quadrat",1,"density of grass tillers per 0.25 squaremeter quadrat",1,1,1,0,0,0,0,"EDI",1,1,1,1
"densitydifferencebetweentopandbottomlayersrelativetodensitydifferenceofwaterat4and5degreec","density difference between top and bottom layers relative to density difference of water at 4 and 5 degrees c",1,"density difference between top and bottom layers relative to density difference of water at 4 and 5 degrees c",1,1,1,0,0,0,0,"EDI",1,1,1,1
"denny","denny",1,"denny",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dempsey","dempsey",1,"dempsey",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"deltar=0+per-","delta r= 0 +/-",1,"delta r= 0 +/-",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"deltapergas","delta/gas",1,"delta/gas",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"delawarerivermainstem(paperny)","delaware river mainstem (pa/ny)",1,"delaware river mainstem (pa/ny)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"delawareriver(paperny),neversinkriver(ny)","delaware river (pa/ny), neversink river (ny)",1,"delaware river (pa/ny), neversink river (ny)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"delawareii","delaware ii",1,"delaware ii",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"degreewest","degrees west",1,"degrees west",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"degreeeast","degrees east",1,"degrees east",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"degreecweeks","degreecweeks",1,"degreecweeks",1,1,1,0,0,0,0,"EDI",1,1,1,1
"degreecwarmingper10cmdeclineinswe","deg c warming per 10cm decline in swe",1,"deg c warming per 10cm decline in swe",1,1,1,0,0,0,0,"EDI",1,1,1,1
"degreecentigrademultipliedby100","degrees centigrade multiplied by 100",1,"degrees centigrade multiplied by 100",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"degreecelsiuspermeter","degreecelsiuspermeter",1,"degreecelsiuspermeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"degreecelsius*10","degrees celsius * 10",1,"degrees celsius * 10",1,1,1,0,0,0,0,"EDI",1,1,1,1
"degreecelsius(Ã¢Â°c)","degrees celsius (Ã¢Â°c)",1,"degrees celsius (Ã¢Â°c)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"degree,clockwisefromnorth","degrees, clockwise from north",1,"degrees, clockwise from north",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"degree(000-359)with'az'prefix","degrees (000-359) with 'az' prefix",1,"degrees (000-359) with 'az' prefix",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"degeetowhichlightisscatteredbyparticlesinwater","degee to which light is scattered by particles in water",1,"degee to which light is scattered by particles in water",1,1,1,0,0,0,0,"EDI",1,1,1,1
"deervalleylimestonemember","deer valley limestone member",1,"deer valley limestone member",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"deermountain","deer mountain",1,"deer mountain",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"decompositionperday","decomposition per day",1,"decomposition per day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"decimalyear","decimal years",1,"decimal years",1,1,1,0,0,0,0,"EDI",1,1,1,1
"decimaldegreewest","decimal degrees west",1,"decimal degrees west",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"decimaldegreelatitudeandlongitude","decimal degree latitude and longitude",1,"decimal degree latitude and longitude",1,1,1,0,0,0,0,"EDI",1,1,1,1
"decayperminuteperliter","decayperminuteperliter",1,"decayperminuteperliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dec","dec",1,"dec",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"debrisflow","debris flow",1,"debris flow",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dd-mmm-yyyy","dd-mmm-yyyy",1,"dd-mmm-yyyy",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dcphf","dcp_hf",1,"dcp_hf",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dcpfuse","dcp_fuse",1,"dcp_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dcp","dcp",1,"dcp",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dbdg","dbdg",1,"dbdg",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dayofyearrangesfrom1to365(366forleapyear)","day of year ranges from 1 to 365 (366 for leap years)",1,"day of year ranges from 1 to 365 (366 for leap years)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dayofweek","dayofweek",1,"dayofweek",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dayofvisit","day of visit",1,"day of visit",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dayoftheweek.","day of the week.",1,"day of the week.",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"daynumberwithincurrentyear","day number within current year",1,"day number within current year",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dayaftertrim","days after trim",1,"days after trim",1,1,1,0,0,0,0,"EDI",1,1,1,1
"davidstarrjordan","david starr jordan",1,"david starr jordan",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dates","dates",1,"dates",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"datepertime8per5per20162:10pm","date/time 8/5/2016 2:10pm",1,"date/time 8/5/2016 2:10pm",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"datepertime8per5per201610:34am","date/time 8/5/2016 10:34am",1,"date/time 8/5/2016 10:34am",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"datepertime8per4per201610:10am","date/time 8/4/2016 10:10am",1,"date/time 8/4/2016 10:10am",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"datepertime8per3per20163:05pm","date/time 8/3/2016 3:05pm",1,"date/time 8/3/2016 3:05pm",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"datepertime8per3per201611:32am","date/time 8/3/2016 11:32am",1,"date/time 8/3/2016 11:32am",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dateinmillimeterperddperyyyy","date in mm/dd/yyyy",1,"date in mm/dd/yyyy",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dateinmillimeterperddperyy","date in mm/dd/yy",1,"date in mm/dd/yy",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dateexpressedasadecimal","date expressed as a decimal",1,"date expressed as a decimal",1,1,1,0,0,0,0,"EDI",1,1,1,1
"datedefinedasmillimeterperddperyyyy","date defined as mm/dd/yyyy",1,"date defined as mm/dd/yyyy",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"datecode","date code",1,"date code",1,1,1,0,0,0,0,"EDI",1,1,1,1
"date,inyyyymmdd","date, in yyyymmdd",1,"date, in yyyymmdd",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"date,hour,minute","date, hours, minutes",1,"date, hours, minutes",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"date,definedasyyyymmdd","date, defined as yyyymmdd",1,"date, defined as yyyymmdd",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"date(year)","date (year)",1,"date (year)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"datarelease","data release",1,"data release",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dashed","dashed",1,"dashed",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dash","dash",1,"dash",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"daphniidae","daphniidae",1,"daphniidae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"dalton","dalton",1,"dalton",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dailysumofparatmid-depthofwatercolumn.","daily sum of par at mid-depth of water column.",1,"daily sum of par at mid-depth of water column.",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dailysumofindividualsmultipliedbydurationoftheirpresence","daily sum of individuals multiplied by duration of their presence",1,"daily sum of individuals multiplied by duration of their presence",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dailydissolvedyieldsinkilogrampersquarekilometer","daily dissolved yields in kilograms per square kilometer",1,"daily dissolved yields in kilograms per square kilometer",1,1,1,0,0,0,0,"EDI",1,1,1,1
"dahoon","dahoon",1,"dahoon",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"d14c=(fmmeas*exp(0.00012097*(1950-year))-1)*1000,permil(0per00)","d14c =(fm meas*exp(0.00012097*(1950-year))-1)*1000, per mil (0/00)",1,"d14c =(fm meas*exp(0.00012097*(1950-year))-1)*1000, per mil (0/00)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"d14c=(dfm*exp(0.00012097*(1950-year))-1)*1000,permil(0per00)","d14c=(dfm*exp(0.00012097*(1950-year))-1)*1000, per mil (0/00)",1,"d14c=(dfm*exp(0.00012097*(1950-year))-1)*1000, per mil (0/00)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"czechrepublicbranisov","czech republic branisov",1,"czech republic branisov",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cz","cz",1,"cz",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cyprinellaspiloptera","cyprinella spiloptera",1,"cyprinella spiloptera",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cyclopoida","cyclopoida",1,"cyclopoida",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cyclethresholdvalues","cycle threshold values",1,"cycle threshold values",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cyclethresholdct","cycle threshold ct",1,"cycle threshold ct",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cyclethreshold(ct)value","cycle threshold (ct) value",1,"cycle threshold (ct) value",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cyclethreshold","cycle threshold",1,"cycle threshold",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-7","cws-7",1,"cws-7",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-6@fostercreek,goosecreeksc","cws-6 @ foster creek, goose creek sc",1,"cws-6 @ foster creek, goose creek sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-6","cws-6",1,"cws-6",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-5","cws-5",1,"cws-5",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-4onbushyparkres,goosecreeksc","cws-4 on bushy park res, goose creek sc",1,"cws-4 on bushy park res, goose creek sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-4","cws-4",1,"cws-4",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-3onbushyparkres,goosecreeksc","cws-3 on bushy park res,goose creek sc",1,"cws-3 on bushy park res,goose creek sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-3","cws-3",1,"cws-3",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-2","cws-2",1,"cws-2",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cws-1","cws-1",1,"cws-1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cwish-01","cwish-01",1,"cwish-01",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cw-7backrbelowfosterckathwy5(8-503)","cw-7 back r below foster ck at hwy5(8-503)",1,"cw-7 back r below foster ck at hwy5(8-503)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cv30","cv30",1,"cv30",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cv240","cv240",1,"cv240",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cuttings","cuttings",1,"cuttings",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cutlipminnow","cutlip minnow",1,"cutlip minnow",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"currentera.","current era.",1,"current era.",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cupartpermillionessq","cu_ppm_es_sq",1,"cu_ppm_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cupartpermillionedx","cu_ppm_edx",1,"cu_ppm_edx",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cupartpermillionaesst","cu_ppm_aes_st",1,"cu_ppm_aes_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cupartpermillionaesazp","cu_ppm_aes_az_p",1,"cu_ppm_aes_az_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cumulativeprecipitationperday","cumulative precipitation per day",1,"cumulative precipitation per day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cumperhour","cu m/hour",1,"cu m/hour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cubicmicronpermilliliter","cubicmicronpermilliliter",1,"cubicmicronpermilliliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cubicmicrometerpersquaremeter","cubic micrometers per square meters",1,"cubic micrometers per square meters",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cubicmicrometerofbiovolumepersquaremeteroflitterarea","cubic micrometers of biovolume per square meter of litter area",1,"cubic micrometers of biovolume per square meter of litter area",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cubicmeterpersecondpersquarekilometer","cubic meters per second per square kilometer",1,"cubic meters per second per square kilometer",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cubicmeterperhundredmeterofstreamreach","cubic meters per hundred meters of stream reach",1,"cubic meters per hundred meters of stream reach",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cubicmeterofquanitypercubicmetervolume","cubic meter of quanity per cubic meter volume",1,"cubic meter of quanity per cubic meter volume",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cubicm*10^6","cubicm*10^6",1,"cubicm*10^6",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cubicfootofwaterpersecond","cubic feet of water per second",1,"cubic feet of water per second",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cu","cu",1,"cu",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ctr","ctr",1,"ctr",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ctab","ctab",1,"ctab",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cspartpermillionnasc","cs_ppm_na_sc",1,"cs_ppm_na_sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cspartpermillionnalc","cs_ppm_na_lc",1,"cs_ppm_na_lc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cspartpermillionmsst","cs_ppm_ms_st",1,"cs_ppm_ms_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cspartpermillionmsarp","cs_ppm_ms_ar_p",1,"cs_ppm_ms_ar_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"csmbirdroute1","csm bird route1",1,"csm bird route1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"csiromc1","csiro mc1",1,"csiro mc1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"csg","csg",1,"csg",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cryptic","cryptic",1,"cryptic",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crustacea","crustacea",1,"crustacea",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crusius","crusius",1,"crusius",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crpartpermillionwdxfuse","cr_ppm_wdx_fuse",1,"cr_ppm_wdx_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crpartpermillionnasc","cr_ppm_na_sc",1,"cr_ppm_na_sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crpartpermillionnalc","cr_ppm_na_lc",1,"cr_ppm_na_lc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crpartpermillionessq","cr_ppm_es_sq",1,"cr_ppm_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crpartpermillionedx","cr_ppm_edx",1,"cr_ppm_edx",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crpartpermillionaesst","cr_ppm_aes_st",1,"cr_ppm_aes_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crmsid","crms id",1,"crms id",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cretaceous-rocksofthepeedeeformation","cretaceous - rocks of the pee dee formation",1,"cretaceous - rocks of the pee dee formation",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"creek","creek",1,"creek",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crc","crc",1,"crc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crawlingthroughicecavern","crawling through ice cavern",1,"crawling through ice cavern",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"crata","crata",1,"crata",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"craib","craib",1,"craib",0,0,0,0,0,0,1,"DataOne",1,0,0,1
