"pseudounit","unit","GroupTotalUses","unit.1","ediScopeUses","ediPackageUses","ediTotalUses","neonScopeUses","neonPackageUses","neonTotalUses","dataoneTotalUses","orgList","numOrgs","totalScopes","totalPackages","TotalUses"
"cp","cp",1,"cp",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"covarianceofvirtualtemperature(celsius)andwindspeed(meterpersecond)","covariance of virtual temperature (celsius) and wind speed (meterspersecond)",1,"covariance of virtual temperature (celsius) and wind speed (meterspersecond)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"covarianceofn-s(meterpersecond)ande-w(meterpersecond)windspeeds","covariance of n-s (meterspersecond) and e-w (meterspersecond) wind speeds",1,"covariance of n-s (meterspersecond) and e-w (meterspersecond) wind speeds",1,1,1,0,0,0,0,"EDI",1,1,1,1
"county:riverside","county: riverside",1,"county: riverside",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"countsinhistogrambins","counts in histogram bins",1,"counts in histogram bins",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"countpersquaremetervolumne","count per square meter volumne",1,"count per square meter volumne",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countperquartermeterquared","countperquartermetersquared",1,"countperquartermetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countpercubicmetervolumne","count per cubic meter volumne",1,"count per cubic meter volumne",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countperarea","count per area",1,"count per area",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countper100squaremeter","countper100squaremeters",1,"countper100squaremeters",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countofstipes","count of stipes",1,"count of stipes",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countofspecimens","count of specimens",1,"count of specimens",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countofseedlings","count of seedlings",1,"count of seedlings",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countoforganismcatchpercubicmeterofwatersampled","count of organism catch per cubic meter of water sampled",1,"count of organism catch per cubic meter of water sampled",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countofnumberofdaythatgoby","count of number of days that go by",1,"count of number of days that go by",1,1,1,0,0,0,0,"EDI",1,1,1,1
"countforseedbankpercentforaboveground","count for seed bank percent for aboveground",1,"count for seed bank percent for aboveground",1,1,1,0,0,0,0,"EDI",1,1,1,1
"count(unitless)","count (unitless)",1,"count (unitless)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"coulomb","coulomb",1,"coulomb",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cottuscognatus","cottus cognatus",1,"cottus cognatus",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cottusbairdii","cottus bairdii",1,"cottus bairdii",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"corriganvillelimestone","corriganville limestone",1,"corriganville limestone",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coronellaaustriaca","coronella austriaca",1,"coronella austriaca",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cores","cores",1,"cores",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"corepercuttings","core/cuttings",1,"core/cuttings",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cordperacre","cordperacre",1,"cordperacre",1,1,1,0,0,0,0,"EDI",1,1,1,1
"coralrecruits","coral recruits",1,"coral recruits",1,1,1,0,0,0,0,"EDI",1,1,1,1
"coraciiformes","coraciiformes",1,"coraciiformes",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"copiespersecond","copies/second",1,"copies/second",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"copepoda","copepoda",1,"copepoda",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"copepod","copepod",1,"copepod",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"copartpermillionnasc","co_ppm_na_sc",1,"co_ppm_na_sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"copartpermillionnalc","co_ppm_na_lc",1,"co_ppm_na_lc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"copartpermillionmsst","co_ppm_ms_st",1,"co_ppm_ms_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"copartpermillionessq","co_ppm_es_sq",1,"co_ppm_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"copartpermillionaesfuse","co_ppm_aes_fuse",1,"co_ppm_aes_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coordinate","coordinate",1,"coordinate",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cooperriveratinlettobackriver","cooper river at inlet to back river",1,"cooper river at inlet to back river",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"control(nofish)","control (no fish)",1,"control (no fish)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"continuous","continuous",1,"continuous",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"conteanadromousfishlaboratory(ma)","conte anadromous fish laboratory (ma)",1,"conte anadromous fish laboratory (ma)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"conococheaguelimestone","conococheague limestone",1,"conococheague limestone",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"connecticut","connecticut",1,"connecticut",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"conn03014","conn03014",1,"conn03014",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"conductivityunit;seawater;asiememsisequaltooneamperepervolt.","conductivity unit; seawater; a siemems is equal to one ampere per volt.",1,"conductivity unit; seawater; a siemems is equal to one ampere per volt.",1,1,1,0,0,0,0,"EDI",1,1,1,1
"conductivityunit,seawater,asiememsisequaltooneamperepervolt.","conductivity unit, seawater, a siemems is equal to one ampere per volt.",1,"conductivity unit, seawater, a siemems is equal to one ampere per volt.",1,1,1,0,0,0,0,"EDI",1,1,1,1
"conductivityunit,seawater","conductivity unit, seawater",1,"conductivity unit, seawater",1,1,1,0,0,0,0,"EDI",1,1,1,1
"conductivityofwater","conductivity of water",1,"conductivity of water",1,1,1,0,0,0,0,"EDI",1,1,1,1
"concentrationunit;sometimesusedforpigmentsinnaturalwaters.samemagnitudeasmicrogramperliter","concentration unit; sometimes used for pigments in natural waters.same magnitude as microgramperliter",1,"concentration unit; sometimes used for pigments in natural waters.same magnitude as microgramperliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"concentrationofsuspendedparticles","concentration of suspended particles",1,"concentration of suspended particles",1,1,1,0,0,0,0,"EDI",1,1,1,1
"concentrationofcharge(ondissolvedions).conversionsmustknowthenameoftheion;asinglemultipliertosiisnotpossible","concentration of charge (on dissolved ions). conversions must know the name of the ion; a single multiplier to si is not possible",1,"concentration of charge (on dissolved ions). conversions must know the name of the ion; a single multiplier to si is not possible",1,1,1,0,0,0,0,"EDI",1,1,1,1
"concentrationofasubstanceperday","concentration of a substance per day",1,"concentration of a substance per day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"concentrationmeasure","concentration measure",1,"concentration measure",1,1,1,0,0,0,0,"EDI",1,1,1,1
"concentrationinpartpermillionbyvolume","concentration in parts per million by volume",1,"concentration in parts per million by volume",1,1,1,0,0,0,0,"EDI",1,1,1,1
"concentrationflux","concentration flux",1,"concentration flux",1,1,1,0,0,0,0,"EDI",1,1,1,1
"commonshiner","common shiner",1,"common shiner",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"commanderislands","commander islands",1,"commander islands",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"comm","comm",1,"comm",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"colvilleriver","colville river",1,"colville river",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"colv","colv",1,"colv",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"colushalli","colus halli",1,"colus halli",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"colorado","colorado",1,"colorado",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"colman","colman",1,"colman",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"collembola","collembola",1,"collembola",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"collarcode","collar code",1,"collar code",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coleoptera","coleoptera",1,"coleoptera",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coldbrook(nh)","cold brook (nh)",1,"cold brook (nh)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cokingbituminouscoal","coking bituminous coal",1,"coking bituminous coal",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coho","coho",1,"coho",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cobbles","cobbles",1,"cobbles",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coastalplain","coastal plain",1,"coastal plain",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coastalembayment","coastal embayment",1,"coastal embayment",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coastalcarolinauniv.","coastal carolina univ.",1,"coastal carolina univ.",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coarsesandandgravel","coarse sand and gravel",1,"coarse sand and gravel",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coarserthansand","coarser than sand",1,"coarser than sand",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coarsegravel","coarse gravel",1,"coarse gravel",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coarse-grainedsubstrate","coarse-grained substrate",1,"coarse-grained substrate",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"coalmine","coal mine",1,"coal mine",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"co2pcttthcl","co2_pct_tt_hcl",1,"co2_pct_tt_hcl",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"co2fluxwithwinddirection,rainfall,andu*filtersinunitsofmilligrampermetersquaredpersecond","co2 flux with wind direction, rainfall, and u* filters in units of milligrams per meter squared per second",1,"co2 flux with wind direction, rainfall, and u* filters in units of milligrams per meter squared per second",1,1,1,0,0,0,0,"EDI",1,1,1,1
"co2","co2",1,"co2",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cnsn","cnsn",1,"cnsn",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cnperlt","cn/lt",1,"cn/lt",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cn","cn",1,"cn",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cmolcperdm3","cmolc/dm3",1,"cmolc/dm3",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cm1","cm1",1,"cm1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"clupeapallasii","clupea pallasii",1,"clupea pallasii",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"clpctisefuse","cl_pct_ise_fuse",1,"cl_pct_ise_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"closedcanopy","closed_canopy",1,"closed_canopy",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cliffretreatrate(mperyr),x.xxmslr","cliff retreat rate (m/yr), x.xx m slr",1,"cliff retreat rate (m/yr), x.xx m slr",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"clevelandmember","cleveland member",1,"cleveland member",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cleanwaterservices","clean water services",1,"clean water services",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"claypit","clay pit",1,"clay pit",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"clay-silt","clay-silt",1,"clay-silt",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"classaves","class aves",1,"class aves",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"clallam","clallam",1,"clallam",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cladocera","cladocera",1,"cladocera",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cl-stpersd","cl-st/sd",1,"cl-st/sd",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cksht","ck sht",1,"ck sht",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cityofportland-bes","city of portland- bes",1,"city of portland- bes",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cisco","cisco",1,"cisco",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cinderpit","cinder pit",1,"cinder pit",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ciconiiformes","ciconiiformes",1,"ciconiiformes",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ci,cl,ordl","ci, cl, or dl",1,"ci, cl, or dl",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chydoridae","chydoridae",1,"chydoridae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chum","chum",1,"chum",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"christopherandrew","christopher andrew",1,"christopher andrew",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chironomidae","chironomidae",1,"chironomidae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chippnorth","chipp north",1,"chipp north",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chippewa","chippewa",1,"chippewa",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chinook","chinook",1,"chinook",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chinesetallow","chinese tallow",1,"chinese tallow",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chevyford","chevy ford",1,"chevy ford",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chevalisland","cheval island",1,"cheval island",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cherryvalleylimestonemember","cherry valley limestone member",1,"cherry valley limestone member",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cherryrunmember","cherry run member",1,"cherry run member",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chenega","chenega",1,"chenega",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chemungformation","chemung formation",1,"chemung formation",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chefornak,y-kdelta","chefornak, y-k delta",1,"chefornak, y-k delta",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cheeseandworms","cheese and worms",1,"cheese and worms",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cheese","cheese",1,"cheese",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chattanoogashale","chattanooga shale",1,"chattanooga shale",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chathamisland","chatham island",1,"chatham island",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"charadriiformes","charadriiformes",1,"charadriiformes",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chapman","chapman",1,"chapman",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"chaoboridae","chaoboridae",1,"chaoboridae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"channelcatfish","channel catfish",1,"channel catfish",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"changeperday","change per day",1,"change per day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"chambersburglimestone","chambersburg limestone",1,"chambersburg limestone",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cfs","cfs",1,"cfs",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cforclosedandoforopen(ongoing)","c for closed and o for open (ongoing)",1,"c for closed and o for open (ongoing)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cestoda","cestoda",1,"cestoda",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ceratopogonidae","ceratopogonidae",1,"ceratopogonidae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cepartpermillionnasc","ce_ppm_na_sc",1,"ce_ppm_na_sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cepartpermillionnalc","ce_ppm_na_lc",1,"ce_ppm_na_lc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cepartpermillionmsstree","ce_ppm_ms_st_ree",1,"ce_ppm_ms_st_ree",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cepartpermillionmsst","ce_ppm_ms_st",1,"ce_ppm_ms_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cepartpermillionedx","ce_ppm_edx",1,"ce_ppm_edx",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centralstoneroller","central stoneroller",1,"central stoneroller",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimoleperkilogramsubstance","centimole per kilogram substance",1,"centimole per kilogram substance",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimoleofchargeperkilogramofdrysoil","centimoles of charge per kilogram of dry soil",1,"centimoles of charge per kilogram of dry soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimoleofchargeperkilogram","centimolesofchargeperkilogram",1,"centimolesofchargeperkilogram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimolehydrogenionsperkilogram","centimole hydrogen ions per kilogram",1,"centimole hydrogen ions per kilogram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimoleh+perkilogram","centimoleh+perkilogram",1,"centimoleh+perkilogram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeterstp","cm_st_p",1,"cm_st_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterst","cm_st",1,"cm_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimetersquaredper4m2","cm2/4m2",1,"cm2/4m2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimetersquaredg-1","cm2 g-1",1,"cm2 g-1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimetersddc","cm_sddc",1,"cm_sddc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterquare","centimetersquare",1,"centimetersquare",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterpersquaremeterperday","centimeterspersquaremeterperday",1,"centimeterspersquaremeterperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeterpersquarecentimeter","centimeterpersquarecentimeter",1,"centimeterpersquarecentimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeterpersecond^(1per2)","cm per second^(1/2)",1,"cm per second^(1/2)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterpermilligram","centimeterpermilligram",1,"centimeterpermilligram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeterperhourperpascal","centimeterperhourperpascal",1,"centimeterperhourperpascal",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeterperfiveminute","centimeterperfiveminute",1,"centimeterperfiveminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeterpercentimeter","centimeter per centimeter",1,"centimeter per centimeter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterpcp","cm_pc_p",1,"cm_pc_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeternadv88","cm nadv88",1,"cm nadv88",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterhno3p","cm_hno3_p",1,"cm_hno3_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterhfs","cm_hfs",1,"cm_hfs",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterhf","cm_hf",1,"cm_hf",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterhcl","cm_hcl",1,"cm_hcl",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterfusep","cm_fuse_p",1,"cm_fuse_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterfuse","cm_fuse",1,"cm_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterdepth","centimeterdepth",1,"centimeterdepth",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeterar","cm_ar",1,"cm_ar",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeteramslnavd88","cm amsl navd 88",1,"cm amsl navd 88",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeterafter1yearoftreatment","centimeters after 1 year of treatment",1,"centimeters after 1 year of treatment",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeteracidp","cm_acid_p",1,"cm_acid_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeteracid","cm_acid",1,"cm_acid",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centimeterabovemeansealevel(navd88)","centimeters above mean sea level (navd 88)",1,"centimeters above mean sea level (navd 88)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"centimeter?","centimeters?",1,"centimeters?",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"centiliterperliter","centiliterperliter",1,"centiliterperliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cenimeterpermeterquaredperday","cenimeterpermetersquaredperday",1,"cenimeterpermetersquaredperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"celsiusperyear","celsiusperyear",1,"celsiusperyear",1,1,1,0,0,0,0,"EDI",1,1,1,1
"celsiuspermeter","celsiuspermeter",1,"celsiuspermeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"celsiusisconvertedtokelvinbysubtracting273.15","celsius is converted to kelvin by subtracting 273.15",1,"celsius is converted to kelvin by subtracting 273.15",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cellspersquaremillimeter","cellspersquaremillimeter",1,"cellspersquaremillimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cellspernaturalunit","cells / natural unit",1,"cells / natural unit",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cellsperml","cellsperml",1,"cellsperml",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cellspermilliter","cells_per_milliter",1,"cells_per_milliter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cellspermillimeterquared","cellspermillimetersquared",1,"cellspermillimetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cellspermililiter","cellspermililiter",1,"cellspermililiter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cellsmeasuredpermilliliter","cells measured per milliliter",1,"cells measured per milliliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cells*(mm^-2)","cells*(mm^-2)",1,"cells*(mm^-2)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cells*(ml^-2)","cells*(ml^-2)",1,"cells*(ml^-2)",1,1,1,0,0,0,0,"EDI",1,1,1,1
"cedar","cedar",1,"cedar",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ce-qpc-02","ce-qpc-02",1,"ce-qpc-02",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ce","ce",1,"ce",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cdpartpermillionmsst","cd_ppm_ms_st",1,"cd_ppm_ms_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cdpartpermillionessq","cd_ppm_es_sq",1,"cd_ppm_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cdpartpermillionaesazp","cd_ppm_aes_az_p",1,"cd_ppm_aes_az_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cd","cd",1,"cd",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ccsm3perwrfmc1","ccsm3/wrf mc1",1,"ccsm3/wrf mc1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ccsm3perwrfhydro","ccsm3/wrf hydro",1,"ccsm3/wrf hydro",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ccsm3-5hydro","ccsm3-5 hydro",1,"ccsm3-5 hydro",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cbtt","cb_tt",1,"cb_tt",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cbtc","cb_tc",1,"cb_tc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cbirc","cb_irc",1,"cb_irc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cbchn","cb_chn",1,"cb_chn",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"catostomuscommersonii","catostomus commersonii",1,"catostomus commersonii",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cationexchangecapacityinmilliequivalentsper100gram","cation exchange capacity in milliequivalents per 100 gram",1,"cation exchange capacity in milliequivalents per 100 gram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"catchpertrawl","catchpertrawl",1,"catchpertrawl",1,1,1,0,0,0,0,"EDI",1,1,1,1
"catchesseal","catches seal",1,"catches seal",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cass","cass",1,"cass",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"casn","casn",1,"casn",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"carryingcarcass","carrying carcass",1,"carrying carcass",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"carnivores","carnivores",1,"carnivores",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"caribbeanhazards","caribbean hazards",1,"caribbean hazards",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"caribbean","caribbean",1,"caribbean",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"carex","carex",1,"carex",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"carcass","carcass",1,"carcass",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"carbondioxideinpartpermillion,usingaprobecalibratedfrom0-20%.","carbon dioxide in parts per million, using a probe calibrated from 0-20%.",1,"carbon dioxide in parts per million, using a probe calibrated from 0-20%.",1,1,1,0,0,0,0,"EDI",1,1,1,1
"carabidae","carabidae",1,"carabidae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"caperomainshoalcomplex","cape romain shoal complex",1,"cape romain shoal complex",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"capelin","capelin",1,"capelin",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"capecodmulitbeam","cape cod mulitbeam",1,"cape cod mulitbeam",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"capctwdxfuse","ca_pct_wdx_fuse",1,"ca_pct_wdx_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"capctnalc","ca_pct_na_lc",1,"ca_pct_na_lc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"capctessq","ca_pct_es_sq",1,"ca_pct_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"capctaesst","ca_pct_aes_st",1,"ca_pct_aes_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"caov2","caov2",1,"caov2",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"caopctwdxfuse","cao_pct_wdx_fuse",1,"cao_pct_wdx_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cao","cao",1,"cao",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"canyonssouthofgeorgesbank","canyons south of georges bank",1,"canyons south of georges bank",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"canyon","canyon",1,"canyon",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cand98022","cand98022",1,"cand98022",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"canada","canada",1,"canada",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"can","can",1,"can",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"campostomaanomalum","campostoma anomalum",1,"campostoma anomalum",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"camp-lu-15","camp-lu-15",1,"camp-lu-15",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"cambrian","cambrian",1,"cambrian",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"calm","calm",1,"calm",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"callecerradoperyfp","calle cerrado/yfp",1,"calle cerrado/yfp",0,0,0,0,0,0,1,"DataOne",1,0,0,1
